image_id,MOS,Brightness,Colorfulness,Contrast,Noisiness,Sharpness
02635.jpg,6.68,6.56,7.02,6.04,6.13,6.07
02636.jpg,6.93,6.58,7.33,7.33,6.17,6.41
02637.jpg,2.16,1.89,2.08,2.35,3.66,2.64
02638.jpg,6.41,6.4,5.85,6.87,5.93,5.2
02639.jpg,3.51,2.94,3.29,2.52,4.42,3.59
02640.jpg,2.98,2.45,3.62,2.89,4.21,2.86
02641.jpg,2.37,4.72,4.65,4.47,4.81,1.47
02642.jpg,6.64,7.05,6.36,6.66,6.73,7.26
02643.jpg,4.41,5.75,6.19,5.71,4.77,3.02
02644.jpg,2.82,3.68,4.88,4.91,4.05,1.18
02645.jpg,6.13,5.45,6.09,5.49,5.97,5.52
02646.jpg,7.36,6.74,6.57,6.74,6.07,7.45
02647.jpg,5.5,6.09,5.84,5.96,5.9,5.16
02648.jpg,2.9,4.6,4.47,4.96,3.06,1.39
02649.jpg,3.56,4.5,4.09,4.66,2.27,2.22
02650.jpg,2.5,2.69,2.52,3.51,2.14,1.31
02651.jpg,2.73,1.16,2.66,1.86,3.96,2.01
02652.jpg,3.16,2.31,2.82,2.41,3.37,2.82
02653.jpg,3.34,4.31,4.84,4.55,4.32,1.79
02654.jpg,2.42,4.06,4.71,4.35,3.84,1.01
02655.jpg,6.08,5.51,6.53,6.21,6.61,6.99
02656.jpg,7.42,7.86,8.28,7.57,7.76,8.13
02657.jpg,6.67,6.83,6.97,7.11,7.71,6.99
02658.jpg,5.68,5.27,6.23,6.4,7.11,6.79
02659.jpg,2.73,2.38,2.99,2.67,2.19,1.76
02660.jpg,7.58,7.93,8.41,7.75,6.82,7.61
02661.jpg,7.69,7.44,7.41,6.86,6.62,7.47
02662.jpg,6.57,6.55,7.36,6.48,6.42,6.86
02663.jpg,4.62,5.93,6.08,5.75,5.34,3.92
02664.jpg,8.06,7.92,7.88,7.44,7.8,7.95
02665.jpg,6.09,6.28,7.33,6.57,6.54,6.32
02666.jpg,6.37,6.67,7.56,6.73,7.31,7.31
02667.jpg,2.38,4.92,4.82,3.99,3.68,1.42
02668.jpg,2.84,5.72,5.27,3.95,4.18,1.94
02669.jpg,8.49,8.22,8.4,7.46,7.55,8.3
02670.jpg,7.51,7.91,8.17,7.46,8.04,8.15
02671.jpg,4.83,4.89,5.85,5.24,5.15,3.81
02672.jpg,3.11,5.18,4.92,4.16,3.74,2.24
02673.jpg,8.48,8.31,7.91,7.65,7.98,8.23
02674.jpg,5.64,7.02,6.96,6.63,6.15,5.76
02675.jpg,7.35,7.04,7.54,7.76,7.08,7.28
02676.jpg,4.02,6.16,6.82,5.58,5.29,3.41
02677.jpg,7.0,7.55,7.03,7.35,6.78,7.09
02678.jpg,5.65,6.68,7.06,6.55,6.21,4.96
02679.jpg,6.96,7.38,7.32,6.92,6.18,7.09
02680.jpg,7.36,7.5,7.37,7.33,7.07,6.97
02681.jpg,4.32,4.21,6.88,5.59,5.8,5.03
02682.jpg,6.73,6.6,7.17,6.87,7.14,7.38
02683.jpg,3.82,5.65,6.62,5.95,5.67,2.84
02684.jpg,7.53,6.87,7.69,7.28,7.41,7.9
02685.jpg,7.17,6.84,7.49,6.71,7.31,7.53
02686.jpg,3.5,4.92,6.46,4.81,5.11,1.67
02687.jpg,4.26,6.09,6.82,5.83,6.3,3.31
02688.jpg,5.29,4.62,6.66,5.74,6.03,5.9
02689.jpg,6.72,6.86,7.3,6.64,6.88,6.66
02690.jpg,7.02,7.2,7.33,6.79,7.11,7.15
02691.jpg,3.84,5.95,6.75,5.9,4.77,2.81
02692.jpg,3.11,5.78,5.82,5.01,4.15,1.54
02693.jpg,6.49,6.84,7.07,6.67,7.43,6.93
02694.jpg,3.41,5.85,6.68,5.48,5.28,2.39
02695.jpg,3.56,5.84,6.7,5.36,5.62,2.12
02696.jpg,6.68,6.76,7.29,6.59,6.62,7.12
02697.jpg,7.28,7.28,7.57,7.08,7.65,7.84
02698.jpg,4.37,6.32,6.5,6.8,6.29,3.03
02699.jpg,5.57,7.11,6.78,6.54,6.62,4.66
02700.jpg,6.57,5.93,6.78,7.15,7.21,7.06
02701.jpg,3.01,5.95,6.31,5.32,5.05,1.85
02702.jpg,6.72,6.55,7.11,7.11,7.13,6.28
02703.jpg,7.13,6.78,7.46,7.18,6.92,6.73
02704.jpg,2.86,5.38,6.89,5.78,4.89,2.07
02705.jpg,3.45,5.84,5.75,5.24,4.83,1.91
02706.jpg,6.16,6.64,6.35,6.04,6.84,5.29
02707.jpg,6.64,7.34,7.02,6.62,7.58,7.14
02708.jpg,2.31,5.27,5.35,5.05,4.81,1.59
02709.jpg,2.01,3.8,4.82,4.1,3.35,0.91
02710.jpg,2.33,4.11,4.37,3.84,3.52,1.38
02711.jpg,6.91,6.67,6.36,6.53,7.07,6.89
02712.jpg,7.07,6.44,6.66,6.66,7.5,7.12
02713.jpg,7.82,7.72,7.88,7.19,7.98,7.35
02714.jpg,2.35,5.71,6.07,4.88,4.29,1.76
02715.jpg,7.14,7.68,7.09,7.48,7.39,7.27
02716.jpg,3.25,2.66,5.31,3.7,4.59,3.52
02717.jpg,5.72,5.17,5.92,5.22,5.2,4.54
02718.jpg,5.9,5.32,6.08,6.0,6.34,5.5
02719.jpg,3.27,4.18,5.21,4.8,4.35,1.55
02720.jpg,4.36,5.01,6.17,5.64,5.8,3.66
02721.jpg,6.62,7.08,6.86,6.87,7.28,6.5
02722.jpg,4.42,6.64,6.47,6.08,6.48,3.62
02723.jpg,3.88,6.5,5.97,5.81,6.02,3.25
02724.jpg,5.36,6.58,6.36,6.37,6.5,4.97
02725.jpg,6.24,6.25,6.46,6.45,5.95,5.63
02726.jpg,5.25,4.29,5.64,4.93,5.49,4.58
02727.jpg,3.78,4.55,5.49,4.95,4.98,3.27
02728.jpg,4.31,4.63,4.96,5.51,4.98,3.12
02729.jpg,6.42,5.76,6.34,6.55,6.79,6.25
02730.jpg,7.09,7.22,6.83,6.86,7.26,5.99
02731.jpg,4.9,4.67,5.26,4.7,4.18,4.37
02732.jpg,5.74,5.63,5.66,4.57,5.24,5.74
02733.jpg,5.97,6.18,6.8,5.85,5.04,5.13
02734.jpg,2.38,5.54,6.2,3.9,2.76,1.59
02735.jpg,4.52,5.11,5.45,5.07,3.82,4.32
02736.jpg,5.4,5.57,6.07,5.85,4.92,5.02
02737.jpg,5.61,5.66,6.43,5.8,4.56,5.05
02738.jpg,4.63,4.67,5.74,4.9,3.91,3.6
02739.jpg,1.35,3.26,4.08,2.79,1.57,1.16
02740.jpg,5.6,4.79,6.19,5.38,4.9,5.15
02741.jpg,4.23,4.15,4.78,4.57,3.57,3.68
02742.jpg,1.23,4.99,4.43,3.34,3.19,0.92
02743.jpg,1.41,5.18,5.58,3.51,2.7,0.64
02744.jpg,2.66,4.78,5.2,4.22,2.83,1.59
02745.jpg,6.36,6.58,5.99,5.98,5.78,6.48
02746.jpg,7.1,6.73,7.07,6.19,6.34,6.92
02747.jpg,6.04,6.56,6.65,6.13,5.63,6.45
02748.jpg,5.52,4.37,5.79,4.76,5.22,6.52
02749.jpg,7.19,6.91,6.74,6.05,5.94,7.23
02750.jpg,3.97,5.93,5.98,5.32,4.79,2.01
02751.jpg,7.08,6.98,7.01,6.51,5.63,6.62
02752.jpg,6.8,7.29,7.44,6.71,5.61,6.55
02753.jpg,4.75,6.64,6.74,5.64,5.0,3.25
02754.jpg,4.31,3.01,4.11,3.94,4.95,4.5
02755.jpg,2.81,2.51,3.78,2.94,3.54,3.13
02756.jpg,1.42,3.34,3.43,2.67,2.38,0.98
02757.jpg,2.45,5.13,5.55,3.92,3.67,1.74
02758.jpg,3.01,6.04,5.63,4.47,3.94,1.87
02759.jpg,2.96,4.2,3.61,3.73,2.64,1.82
02760.jpg,2.47,4.55,5.12,3.87,2.81,1.74
02761.jpg,2.46,2.73,3.52,3.15,1.75,1.46
02762.jpg,6.55,4.5,4.49,4.88,5.8,5.85
02763.jpg,7.2,6.34,6.74,6.23,6.9,6.77
02764.jpg,6.56,6.48,7.0,6.48,6.08,5.92
02765.jpg,6.07,4.98,6.76,5.72,5.24,4.96
02766.jpg,3.46,2.94,3.26,3.63,3.07,3.18
02767.jpg,3.42,5.06,5.03,4.47,3.46,2.52
02768.jpg,3.9,5.56,6.0,4.82,4.76,2.51
02769.jpg,4.84,5.3,5.95,5.5,5.2,3.81
02770.jpg,4.01,5.68,5.77,5.26,4.26,3.19
02771.jpg,3.7,4.38,4.47,4.12,3.92,3.48
02772.jpg,2.39,3.03,4.07,3.42,3.34,2.14
02773.jpg,4.12,4.11,4.51,4.16,3.63,2.89
02774.jpg,6.06,3.83,5.51,4.69,4.85,5.46
02775.jpg,4.3,4.94,5.05,4.16,4.18,2.97
02776.jpg,6.36,4.49,5.49,5.6,6.58,6.24
02777.jpg,7.66,6.53,7.45,7.4,7.22,7.21
02778.jpg,5.06,3.87,5.39,4.21,4.08,4.44
02779.jpg,3.75,2.24,2.74,2.89,3.76,3.94
02780.jpg,4.68,3.11,4.74,3.97,3.73,4.02
02781.jpg,6.52,6.51,6.38,5.55,5.75,6.71
02782.jpg,4.07,5.06,4.87,4.31,3.49,3.27
02783.jpg,2.71,4.41,4.63,3.88,2.77,1.46
02784.jpg,6.23,5.48,6.31,5.88,6.43,6.76
02785.jpg,6.91,6.29,7.16,6.56,6.36,6.17
02786.jpg,7.23,6.85,7.76,7.65,6.89,7.87
02787.jpg,5.96,5.75,6.35,6.19,4.54,5.83
02788.jpg,7.91,7.32,8.07,7.96,7.83,8.05
02789.jpg,6.77,5.75,6.98,7.05,6.49,6.72
02790.jpg,6.75,5.72,6.7,6.44,6.39,6.4
02791.jpg,7.04,7.12,7.45,6.26,6.86,7.19
02792.jpg,7.89,7.63,7.42,6.94,6.89,8.0
02793.jpg,7.82,6.76,7.56,6.95,7.54,7.31
02794.jpg,4.58,5.7,5.96,5.02,5.15,3.96
02795.jpg,5.76,5.77,6.23,5.84,4.34,5.73
02796.jpg,4.76,6.08,6.63,6.14,4.99,4.38
02797.jpg,6.14,7.23,7.5,6.7,6.84,6.88
02798.jpg,3.6,2.99,4.95,4.19,4.17,4.45
02799.jpg,3.44,4.27,5.67,4.41,4.14,2.57
02800.jpg,6.54,5.22,7.14,6.41,6.17,6.49
02801.jpg,7.89,7.62,7.8,7.38,7.5,7.41
02802.jpg,4.47,6.64,7.02,6.28,6.4,4.21
02803.jpg,7.56,7.18,7.43,7.18,7.1,7.43
02804.jpg,6.94,6.59,6.8,6.55,7.52,6.2
02805.jpg,5.35,5.61,6.86,5.86,3.7,4.62
02806.jpg,7.7,6.98,7.68,7.17,6.85,7.2
02807.jpg,2.66,4.78,5.38,4.71,3.8,2.2
02808.jpg,7.18,7.04,7.47,6.87,6.93,7.54
02809.jpg,7.31,7.64,7.86,7.5,7.16,7.83
02810.jpg,2.72,5.37,6.0,4.49,4.26,2.08
02811.jpg,8.2,8.15,8.75,8.36,8.16,8.08
02812.jpg,0.71,1.16,2.07,1.48,1.46,0.56
02813.jpg,7.45,7.89,7.84,7.38,6.56,7.86
02814.jpg,3.48,5.9,6.71,5.3,4.78,2.57
02815.jpg,4.05,6.77,6.59,6.05,5.82,2.88
02816.jpg,7.92,7.21,8.13,7.97,7.96,7.17
02817.jpg,7.42,7.2,7.72,7.96,7.44,6.82
02818.jpg,2.23,5.1,6.3,5.46,4.44,1.3
02819.jpg,3.37,2.16,2.71,4.07,5.52,4.24
02820.jpg,6.9,4.98,7.53,6.64,6.42,7.68
02821.jpg,7.3,7.41,7.73,7.17,7.51,6.89
02822.jpg,6.88,7.31,7.95,7.26,6.9,7.18
02823.jpg,7.18,6.87,7.85,7.08,6.77,7.32
02824.jpg,1.63,4.61,4.68,4.53,1.5,1.15
02825.jpg,7.58,7.08,7.48,7.34,7.27,7.32
02826.jpg,7.41,7.23,7.36,7.4,7.1,6.73
02827.jpg,2.43,3.45,5.22,3.9,4.06,2.42
02828.jpg,6.26,5.88,7.29,6.86,6.17,6.0
02829.jpg,6.97,5.79,6.59,6.35,6.44,7.2
02830.jpg,6.89,6.94,6.83,6.76,6.77,7.27
02831.jpg,7.12,6.82,7.42,6.79,7.09,7.29
02832.jpg,7.23,6.7,7.47,7.03,6.97,6.94
02833.jpg,7.03,4.95,6.85,6.85,7.29,6.75
02834.jpg,3.08,4.99,5.89,4.67,3.37,2.75
02835.jpg,3.41,5.85,6.35,5.75,4.04,2.77
02836.jpg,4.51,4.78,6.37,5.44,3.73,5.19
02837.jpg,5.14,4.99,6.44,5.8,3.62,4.79
02838.jpg,6.57,6.48,7.68,6.8,6.14,6.61
02839.jpg,7.19,5.74,7.2,6.78,7.01,7.63
02840.jpg,5.52,4.98,6.56,5.92,4.8,6.37
02841.jpg,7.95,6.62,7.8,7.33,7.55,7.43
02842.jpg,7.79,7.26,7.29,7.47,7.26,8.04
02843.jpg,7.59,7.32,7.69,7.54,6.91,6.86
02844.jpg,7.72,6.96,7.91,7.59,6.94,7.63
02845.jpg,2.72,6.02,6.54,6.02,4.55,1.91
02846.jpg,7.49,6.84,6.99,7.15,6.91,6.99
02847.jpg,6.3,5.86,7.02,6.47,6.23,5.98
02848.jpg,4.99,3.86,6.6,5.26,4.54,5.22
02849.jpg,7.98,7.29,7.64,7.74,7.69,7.64
02850.jpg,7.77,6.59,7.19,7.06,7.66,7.99
02851.jpg,3.84,2.81,3.14,3.54,4.92,5.05
02852.jpg,6.88,7.39,7.47,7.39,7.06,7.44
02853.jpg,6.59,6.65,7.28,6.14,6.5,7.01
02854.jpg,3.81,6.43,6.38,5.83,3.91,2.83
02855.jpg,5.19,4.39,6.36,5.48,5.03,5.49
02856.jpg,4.98,5.96,6.69,5.49,4.71,4.46
02857.jpg,2.47,2.86,3.99,3.18,3.14,2.05
02858.jpg,6.55,6.76,7.08,6.29,6.64,6.84
02859.jpg,3.33,2.57,3.93,3.62,4.76,4.21
02860.jpg,6.72,7.11,7.68,6.68,6.52,6.53
02861.jpg,7.18,7.08,7.54,6.94,7.5,7.09
02862.jpg,4.41,4.05,4.94,4.59,4.86,4.42
02863.jpg,3.05,4.41,5.32,4.85,4.59,3.2
02864.jpg,5.81,5.2,6.61,5.75,5.71,6.43
02865.jpg,3.12,5.91,6.55,5.58,5.2,2.48
02866.jpg,6.14,5.91,6.65,6.35,5.97,6.31
02867.jpg,6.57,6.05,7.05,6.39,6.47,6.57
02868.jpg,7.19,7.12,7.33,7.36,6.74,6.91
02869.jpg,6.46,6.78,7.02,6.97,6.25,6.34
02870.jpg,7.65,7.38,7.16,7.37,6.89,7.08
02871.jpg,3.59,5.69,6.41,5.07,3.84,1.67
02872.jpg,4.77,3.52,5.53,4.71,5.75,5.64
02873.jpg,7.28,7.83,6.67,6.73,7.16,7.49
02874.jpg,2.93,4.17,5.46,4.39,3.3,1.98
02875.jpg,2.47,4.38,5.12,4.12,3.27,1.67
02876.jpg,7.67,7.24,7.65,7.11,6.71,7.23
02877.jpg,5.17,6.17,6.16,5.13,4.09,3.3
02878.jpg,7.13,6.97,7.5,6.38,6.15,6.94
02879.jpg,6.13,6.04,6.77,5.96,5.62,6.35
02880.jpg,2.81,1.88,4.25,2.93,4.23,3.18
02881.jpg,5.96,6.5,6.77,6.08,5.37,6.41
02882.jpg,7.18,7.28,7.45,6.82,6.32,6.94
02883.jpg,4.4,3.88,5.9,4.76,3.04,4.62
02884.jpg,1.38,4.8,4.42,3.46,2.76,0.84
02885.jpg,2.22,4.53,4.39,4.0,1.96,1.27
02886.jpg,2.24,5.34,4.85,4.61,3.24,1.09
02887.jpg,7.56,7.24,7.35,6.86,7.16,7.41
02888.jpg,5.97,6.08,6.84,6.7,5.94,5.98
02889.jpg,1.98,1.78,2.21,2.39,3.2,1.87
02890.jpg,6.53,6.76,6.95,6.24,6.19,6.24
02891.jpg,4.99,3.89,5.89,5.17,4.45,5.38
02892.jpg,3.34,5.19,5.42,4.84,3.46,2.16
02893.jpg,3.83,3.21,5.3,4.38,3.91,4.42
02894.jpg,3.21,5.04,5.83,5.3,4.47,2.61
02895.jpg,7.53,7.54,7.49,7.08,6.99,7.58
02896.jpg,3.19,5.71,5.54,5.45,3.72,2.65
02897.jpg,3.25,4.8,5.81,4.9,4.14,2.52
02898.jpg,5.82,4.77,6.61,6.41,6.73,6.48
02899.jpg,4.21,4.78,6.0,4.95,5.34,2.86
02900.jpg,2.85,2.79,4.58,4.34,3.49,1.85
02901.jpg,2.95,4.24,4.91,4.24,3.03,2.07
02902.jpg,7.09,7.18,7.25,7.06,6.93,6.88
02903.jpg,2.81,2.56,4.82,3.71,2.73,2.75
02904.jpg,2.69,3.89,5.07,4.45,2.28,2.31
02905.jpg,7.38,6.19,7.2,7.07,6.66,6.49
02906.jpg,5.66,4.51,5.66,5.91,4.88,5.32
02907.jpg,6.66,6.53,6.79,6.61,6.23,6.97
02908.jpg,4.35,5.52,5.94,5.88,3.77,2.51
02909.jpg,7.23,7.16,7.41,7.16,6.97,6.97
02910.jpg,7.57,7.31,7.95,7.66,7.24,7.49
02911.jpg,8.22,8.01,8.13,8.28,7.98,8.14
02912.jpg,2.31,2.84,4.41,3.74,1.32,1.25
02913.jpg,4.19,3.92,5.12,5.0,3.57,2.77
02914.jpg,2.6,4.12,4.96,4.18,3.8,1.72
02915.jpg,7.62,7.92,7.68,7.61,7.42,7.31
02916.jpg,6.83,6.58,7.49,7.67,6.92,7.67
02917.jpg,3.81,5.36,6.31,5.32,4.14,2.86
02918.jpg,7.22,6.95,7.63,7.04,6.99,7.63
02919.jpg,6.08,5.62,6.48,6.77,6.24,6.93
02920.jpg,3.78,3.57,5.29,5.47,4.04,4.42
02921.jpg,4.07,3.62,5.49,4.99,3.36,3.44
02922.jpg,3.98,4.86,5.2,5.56,3.77,2.58
02923.jpg,4.02,5.76,6.29,5.06,4.12,2.12
02924.jpg,4.68,5.03,6.13,5.71,4.77,3.66
02925.jpg,6.74,5.48,7.34,6.61,6.54,6.76
02926.jpg,2.6,4.3,4.21,3.56,3.48,1.39
02927.jpg,2.85,5.06,5.31,4.54,3.57,1.36
02928.jpg,4.6,3.25,5.29,5.09,4.54,4.53
02929.jpg,3.45,4.69,5.48,4.91,3.65,2.18
02930.jpg,3.08,4.09,5.04,4.68,3.24,2.78
02931.jpg,6.33,5.41,6.91,6.66,6.33,6.12
02932.jpg,8.53,8.09,8.35,8.05,7.97,8.27
02933.jpg,6.74,6.08,7.48,6.7,6.83,6.51
02934.jpg,6.85,6.31,7.35,6.71,7.24,6.94
02935.jpg,2.58,3.82,5.49,4.69,4.18,1.89
02936.jpg,7.46,6.52,7.76,7.49,7.93,7.46
02937.jpg,4.37,3.64,4.34,4.82,5.32,4.97
02938.jpg,3.84,5.77,6.24,5.64,4.97,3.47
02939.jpg,2.51,5.14,5.3,4.99,4.16,2.06
02940.jpg,2.92,4.98,5.4,5.27,3.58,1.98
02941.jpg,2.54,4.07,5.03,4.32,3.32,1.51
02942.jpg,1.79,2.29,3.19,2.84,2.44,1.26
02943.jpg,8.45,7.67,8.79,8.61,7.56,8.3
02944.jpg,8.17,7.9,8.34,8.06,7.31,7.41
02945.jpg,7.34,6.67,7.59,7.79,7.48,6.3
02946.jpg,6.8,6.06,7.4,6.92,7.35,6.43
02947.jpg,7.72,7.69,8.21,8.14,7.9,6.64
02948.jpg,5.86,6.44,6.95,6.81,6.02,3.8
02949.jpg,2.72,2.42,4.73,3.95,3.01,3.82
02950.jpg,2.45,1.18,3.39,2.4,3.33,2.49
02951.jpg,6.48,5.99,7.79,7.2,5.7,5.11
02952.jpg,7.64,7.18,7.83,7.27,7.42,7.03
02953.jpg,1.2,4.46,4.26,4.22,3.78,0.54
02954.jpg,7.55,7.07,7.68,7.76,6.74,6.68
02955.jpg,5.05,5.72,6.66,6.49,5.22,3.7
02956.jpg,3.24,4.59,4.88,4.89,2.94,1.79
02957.jpg,2.32,3.24,5.34,3.98,3.07,1.42
02958.jpg,2.29,1.76,5.04,2.76,4.73,2.54
02959.jpg,1.24,0.96,2.86,2.17,2.97,0.74
02960.jpg,2.03,2.16,3.78,2.29,0.98,1.83
02961.jpg,2.07,4.08,5.26,4.24,4.22,1.67
02962.jpg,0.72,3.59,3.2,3.62,1.23,0.38
02963.jpg,7.58,7.19,7.35,7.31,6.88,7.02
02964.jpg,2.65,2.93,5.02,4.2,3.87,1.92
02965.jpg,7.55,6.87,7.4,7.38,7.64,7.92
02966.jpg,7.01,6.02,7.08,6.88,5.91,5.91
02967.jpg,3.1,5.43,6.98,6.11,5.59,2.23
02968.jpg,8.5,7.82,8.14,8.49,8.43,8.12
02969.jpg,6.98,6.03,7.06,6.75,5.1,6.66
02970.jpg,6.43,5.66,6.12,6.31,6.26,6.52
02971.jpg,7.49,7.42,7.55,7.81,7.41,7.61
02972.jpg,8.11,7.08,7.44,7.72,6.97,7.82
02973.jpg,6.84,5.68,5.67,6.53,6.56,6.42
02974.jpg,4.67,5.65,5.86,5.72,4.14,2.47
02975.jpg,2.46,6.78,6.22,5.54,4.66,1.34
02976.jpg,2.1,4.94,6.71,5.22,4.43,1.7
02977.jpg,5.0,4.66,6.34,5.16,5.64,5.26
02978.jpg,5.71,4.86,5.71,5.32,6.34,5.96
02979.jpg,3.09,3.81,5.72,5.01,4.91,1.66
02980.jpg,1.88,3.56,3.91,3.71,1.32,0.94
02981.jpg,5.53,4.53,6.43,5.91,5.39,4.2
02982.jpg,2.24,3.92,4.63,3.46,2.8,1.44
02983.jpg,3.79,4.32,5.61,4.47,4.43,2.7
02984.jpg,8.51,7.3,8.14,7.99,7.83,8.35
02985.jpg,8.43,7.29,8.19,8.04,7.18,7.58
02986.jpg,3.42,5.81,7.03,5.79,4.58,1.83
02987.jpg,2.98,4.87,5.78,4.87,3.83,1.57
02988.jpg,8.15,7.82,8.04,8.1,6.91,8.39
02989.jpg,5.11,6.54,7.57,7.12,5.86,4.11
02990.jpg,5.82,5.95,7.11,7.1,6.29,6.79
02991.jpg,5.94,6.56,7.36,7.39,5.92,5.46
02992.jpg,2.72,1.93,4.74,3.25,4.23,2.0
02993.jpg,3.14,3.96,5.97,4.22,4.36,2.33
02994.jpg,8.32,8.01,8.36,8.11,7.16,7.72
02995.jpg,2.41,1.22,3.73,2.46,3.81,2.89
02996.jpg,4.42,3.11,5.01,4.53,5.5,4.68
02997.jpg,3.11,2.4,5.16,3.94,2.86,2.19
02998.jpg,2.92,4.01,4.92,4.08,1.48,2.22
02999.jpg,5.96,5.29,6.66,6.4,6.59,5.91
03000.jpg,7.36,6.68,7.6,6.2,7.08,6.49
03001.jpg,7.85,6.68,8.36,8.01,8.24,7.75
03002.jpg,7.92,7.34,8.53,8.38,7.37,8.32
03003.jpg,2.77,3.0,4.02,3.89,3.97,2.47
03004.jpg,6.19,6.27,6.79,6.41,5.3,6.18
03005.jpg,6.97,5.88,7.33,7.02,6.7,6.84
03006.jpg,7.56,7.74,7.72,7.69,7.43,7.91
03007.jpg,6.92,5.88,6.66,6.86,5.42,6.54
03008.jpg,7.22,4.83,7.18,6.45,6.38,7.3
03009.jpg,7.66,6.34,7.74,7.05,6.97,6.34
03010.jpg,2.06,5.19,7.09,6.16,3.74,1.52
03011.jpg,1.99,5.27,4.19,4.34,2.99,1.14
03012.jpg,3.04,5.85,6.62,4.6,2.49,1.93
03013.jpg,2.07,2.85,4.55,3.22,2.67,1.6
03014.jpg,6.74,6.74,7.34,6.73,6.31,6.89
03015.jpg,7.48,7.1,8.03,7.23,6.52,7.22
03016.jpg,5.7,5.97,6.05,5.97,5.25,5.53
03017.jpg,7.07,7.18,7.08,7.08,6.83,6.8
03018.jpg,2.57,5.41,4.5,5.45,3.58,1.64
03019.jpg,7.3,7.45,7.12,7.02,6.15,6.12
03020.jpg,5.82,6.9,6.1,6.3,4.98,5.83
03021.jpg,1.35,2.07,4.03,1.87,1.33,0.73
03022.jpg,5.13,5.74,6.51,5.29,4.4,4.13
03023.jpg,7.51,7.24,8.28,6.87,7.7,7.7
03024.jpg,5.71,5.44,6.41,5.29,6.83,6.57
03025.jpg,3.0,2.8,4.69,3.42,4.57,3.08
03026.jpg,2.38,3.07,4.01,3.1,2.7,4.47
03027.jpg,3.08,2.9,4.57,3.12,3.33,3.6
03028.jpg,3.46,2.13,4.59,2.03,4.06,2.45
03029.jpg,4.47,3.92,4.17,4.67,4.72,4.63
03030.jpg,4.24,2.76,4.73,4.1,5.19,5.19
03031.jpg,1.87,3.13,3.53,2.59,2.59,1.24
03032.jpg,6.48,6.0,6.97,6.13,6.43,7.1
03033.jpg,3.05,4.8,6.23,4.5,3.45,2.32
03034.jpg,3.77,4.98,6.44,5.6,2.57,2.27
03035.jpg,7.79,8.0,7.88,7.99,7.68,7.84
03036.jpg,2.38,3.05,3.72,2.38,3.2,1.82
03037.jpg,3.0,4.5,4.98,3.3,3.02,1.58
03038.jpg,3.91,5.63,7.13,5.11,3.84,1.8
03039.jpg,3.17,2.5,4.75,2.78,3.88,2.8
03040.jpg,2.62,3.65,4.23,3.1,3.58,2.27
03041.jpg,6.28,6.76,6.64,6.64,6.73,6.79
03042.jpg,6.02,6.18,6.68,5.75,6.0,4.52
03043.jpg,7.04,5.88,7.18,5.48,6.68,6.84
03044.jpg,2.9,2.52,3.23,3.0,2.63,3.02
03045.jpg,5.94,6.84,6.74,6.8,5.13,5.5
03046.jpg,2.36,6.13,6.03,6.01,2.69,2.3
03047.jpg,3.39,5.53,5.21,5.7,2.03,3.61
03048.jpg,0.63,0.55,1.76,0.42,0.91,0.84
03049.jpg,2.94,4.57,5.39,4.16,3.74,1.78
03050.jpg,2.72,4.35,4.73,3.6,2.78,1.2
03051.jpg,4.06,5.64,5.49,5.64,3.73,2.13
03052.jpg,2.78,4.53,5.18,4.67,2.17,1.35
03053.jpg,5.66,5.61,5.79,5.63,4.74,5.86
03054.jpg,8.56,8.34,8.34,8.27,8.23,8.35
03055.jpg,2.53,5.03,4.07,4.27,2.67,1.77
03056.jpg,4.51,5.51,5.86,5.09,3.51,3.29
03057.jpg,2.67,4.93,5.37,4.6,2.4,2.07
03058.jpg,7.21,6.6,7.31,6.9,6.99,7.26
03059.jpg,7.5,7.45,7.82,6.81,7.24,7.6
03060.jpg,3.13,5.57,5.5,4.63,3.76,1.66
03061.jpg,2.29,4.41,4.79,3.39,3.23,1.54
03062.jpg,2.3,1.58,6.28,2.43,4.03,3.08
03063.jpg,3.47,1.77,4.82,2.92,4.03,3.2
03064.jpg,2.23,3.88,4.85,3.2,3.65,1.27
03065.jpg,6.7,7.32,7.02,7.18,7.18,7.08
03066.jpg,5.66,6.0,6.4,4.9,5.16,5.02
03067.jpg,7.36,7.26,7.74,6.84,7.1,6.34
03068.jpg,2.88,5.04,5.95,4.57,2.63,1.39
03069.jpg,6.2,6.16,6.9,5.87,4.43,6.04
03070.jpg,6.12,5.62,7.37,6.0,6.68,5.92
03071.jpg,6.34,7.44,7.28,6.94,6.72,7.02
03072.jpg,5.4,5.72,6.82,5.48,6.22,7.02
03073.jpg,3.93,4.49,5.8,4.93,2.77,3.83
03074.jpg,4.0,5.74,7.15,5.45,2.73,1.7
03075.jpg,3.52,4.14,5.22,4.72,2.9,2.84
03076.jpg,7.0,6.32,7.44,6.74,7.2,6.98
03077.jpg,3.12,3.95,3.03,3.2,1.82,1.83
03078.jpg,6.33,6.43,7.55,6.73,5.57,6.0
03079.jpg,4.3,3.08,5.78,3.84,4.02,5.74
03080.jpg,7.2,7.42,6.95,7.5,7.7,7.6
03081.jpg,1.43,4.41,5.17,4.87,5.24,1.34
03082.jpg,3.07,5.5,5.7,5.64,5.06,2.29
03083.jpg,8.28,8.2,8.23,8.16,8.23,8.32
03084.jpg,7.68,7.91,8.17,7.47,7.34,6.94
